title,url,city,location,property_type,latitude,longitude,price,rating,reviews,guests,studio,bedrooms,beds,baths,shared_bath,kitchen,wifi,washer,tv,parking,refrigerator
A wowwonderful Bergen-house from 1810. Many rooms!,https://www.airbnb.com/rooms/34746072?adults=1&children=0&infants=0&check_in=2021-08-08&check_out=2021-08-13&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergenhus,Entire house,60.3986,5.3272,126,4.86,63,7,0,4,4,2,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Charming in the midst of Bergen,https://www.airbnb.com/rooms/18602955?adults=1&children=0&infants=0&check_in=2021-06-05&check_out=2021-06-11&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergen,Entire house,60.3967,5.31801,96,4.72,101,3,0,2,1,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
De Konstanse home with Garden,https://www.airbnb.com/rooms/4244207?adults=1&children=0&infants=0&check_in=2021-08-28&check_out=2021-09-02&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergen,Entire apartment,60.39827,5.30551,123,4.99,140,5,0,3,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Perfect Location -Train/Bus/Harbour,https://www.airbnb.com/rooms/2004422?adults=1&children=0&infants=0&check_in=2021-06-05&check_out=2021-06-12&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergen,Entire apartment,60.39448,5.33097,77,4.68,243,8,0,3,8,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"Modern apartment, great location, private & quiet.",https://www.airbnb.com/rooms/17135921?adults=1&children=0&infants=0&check_in=2021-07-03&check_out=2021-07-10&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergen,Entire apartment,60.34949,5.3408,64,4.94,198,4,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Ground floor, in lovely central neighborhood. SM4",https://www.airbnb.com/rooms/37658429?adults=1&children=0&infants=0&check_in=2021-06-29&check_out=2021-07-06&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergenhus,Entire apartment,60.3943,5.3155,113,4.32,28,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"Charming 2-roms apartment, carparking",https://www.airbnb.com/rooms/5313308?adults=1&children=0&infants=0&check_in=2021-06-20&check_out=2021-06-27&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergen,Entire apartment,60.40777,5.32322,84,4.86,66,5,0,2,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Lysthuset den lille villa - authentic wodden house,https://www.airbnb.com/rooms/22703533?adults=1&children=0&infants=0&check_in=2021-07-22&check_out=2021-07-27&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergenhus,Entire guesthouse,60.39677,5.31132,115,4.82,187,2,0,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Family friendly apartment in central Bergen,https://www.airbnb.com/rooms/33613233?adults=1&children=0&infants=0&check_in=2021-06-01&check_out=2021-06-07&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergen,Entire apartment,60.39643,5.31603,140,4.38,48,6,0,2,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Central cozy apartment with backyard,https://www.airbnb.com/rooms/28424980?adults=1&children=0&infants=0&check_in=2021-07-14&check_out=2021-07-21&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergenhus,Entire apartment,60.38638,5.3221,96,4.76,197,4,0,2,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Great apartment in Bergen by the sea,https://www.airbnb.com/rooms/15170520?adults=1&children=0&infants=0&check_in=2021-06-20&check_out=2021-06-27&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergen,Entire apartment,60.32109,5.25865,151,4.92,49,6,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Traditional Bergen house-close to the city center,https://www.airbnb.com/rooms/18824292?adults=1&children=0&infants=0&check_in=2021-06-15&check_out=2021-06-20&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergen,Entire house,60.4032,5.3204,115,4.95,141,6,0,2,4,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0
"Sjøfront, to terrasser, to bad, parkering (avg)",https://www.airbnb.com/rooms/43782686?adults=1&children=0&infants=0&check_in=2021-07-09&check_out=2021-07-16&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergenhus,Entire apartment,60.40554,5.32288,357,4.79,19,5,0,3,4,2,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Modern apartment with the best location!,https://www.airbnb.com/rooms/48957490?adults=1&children=0&infants=0&check_in=2021-07-17&check_out=2021-07-22&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergenhus,Entire apartment,60.39353,5.32371,137,,,3,0,1,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Sentral og nyoppusset leilighet,https://www.airbnb.com/rooms/49086966?adults=1&children=0&infants=0&check_in=2021-07-13&check_out=2021-07-20&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergenhus,Private room,60.40204,5.32436,37,,,2,0,1,1,,,1.0,1.0,1.0,1.0,0.0,0.0
Nice apartment with walking distance to everything,https://www.airbnb.com/rooms/48969855?adults=1&children=0&infants=0&check_in=2021-07-04&check_out=2021-07-10&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergenhus,Entire apartment,60.39397,5.31709,135,5.0,4,3,0,1,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Modern apartment with a great view,https://www.airbnb.com/rooms/33543023?adults=1&children=0&infants=0&check_in=2021-07-03&check_out=2021-07-08&previous_page_section_name=1000&federated_search_id=dd6222f0-30f5-4a03-8522-17041d2d9201,Bergen,Bergenhus,Entire condominium,60.38152,5.32201,149,4.96,54,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Lovely apartment with stunning sea views 15m f/sea,https://www.airbnb.com/rooms/25052011?adults=1&children=0&infants=0&check_in=2021-06-11&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Åsane,Entire house,60.46087,5.26983,132,4.97,66,2,0,1,2,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Townhouse in Bergen - Åsane,https://www.airbnb.com/rooms/11601122?adults=1&children=0&infants=0&check_in=2021-07-09&check_out=2021-07-15&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergen,Entire townhouse,60.46498,5.30421,128,4.96,28,5,0,3,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
The Narrow Street House,https://www.airbnb.com/rooms/33854656?adults=1&children=0&infants=0&check_in=2021-06-20&check_out=2021-06-25&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergenhus,Entire condominium,60.39426,5.3125,145,4.96,26,5,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Villa Skansen,https://www.airbnb.com/rooms/9555778?adults=1&children=0&infants=0&check_in=2021-06-13&check_out=2021-06-19&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergen,Tiny house,60.3991,5.3299,105,4.53,177,6,0,2,4,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Studio apartment built in 2015,https://www.airbnb.com/rooms/3759930?adults=1&children=0&infants=0&check_in=2021-06-06&check_out=2021-06-11&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergen,Entire apartment,60.42469,5.2951,80,5.0,6,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Hyggelig enderekkehus under Ulriken,https://www.airbnb.com/rooms/48655032?adults=1&children=0&infants=0&check_in=2021-07-11&check_out=2021-07-18&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Årstad,Entire townhouse,60.37005,5.37206,110,,,4,0,3,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Villa Kunterbunt Junior,https://www.airbnb.com/rooms/24375494?adults=1&children=0&infants=0&check_in=2021-06-07&check_out=2021-06-12&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Askøy,Entire house,60.4593,5.20667,52,4.95,92,4,1,1,2,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Modern aparment close to the city center!,https://www.airbnb.com/rooms/35540884?adults=1&children=0&infants=0&check_in=2021-06-21&check_out=2021-06-27&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Årstad,Entire apartment,60.37007,5.33474,69,5.0,39,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"Downtown, elevator, terracce",https://www.airbnb.com/rooms/36728736?adults=1&children=0&infants=0&check_in=2021-07-24&check_out=2021-07-30&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergenhus,Entire apartment,60.3948,5.32125,109,4.73,40,4,0,1,2,1.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Apartment in the heart of Bergen,https://www.airbnb.com/rooms/42368641?adults=1&children=0&infants=0&check_in=2021-08-18&check_out=2021-08-24&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergenhus,Entire condominium,60.39984,5.32608,94,,,3,0,1,2,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Modern apartment with balcony,https://www.airbnb.com/rooms/3253687?adults=1&children=0&infants=0&check_in=2021-07-20&check_out=2021-07-25&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergen,Entire apartment,60.38506,5.32132,105,4.63,66,5,0,2,3,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
"Romslig og sentral leilighet, nytt bad, nymøblert",https://www.airbnb.com/rooms/44059931?adults=1&children=0&infants=0&check_in=2021-06-08&check_out=2021-06-15&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergenhus,Entire apartment,60.39494,5.32058,119,4.55,11,6,0,2,4,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Flott leilighet med stor terrasse.,https://www.airbnb.com/rooms/14791630?adults=1&children=0&infants=0&check_in=2021-06-21&check_out=2021-06-27&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergen,Entire house,60.42709,5.30958,138,4.97,31,4,0,2,0,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Gjerdevik,https://www.airbnb.com/rooms/11268813?adults=1&children=0&infants=0&check_in=2021-06-10&check_out=2021-06-15&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Fusa,Entire cabin,60.2179,5.6393,178,4.95,44,9,0,5,9,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Majestic view in the mountain side!,https://www.airbnb.com/rooms/4971678?adults=1&children=0&infants=0&check_in=2021-08-03&check_out=2021-08-10&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergen,Entire apartment,60.392,5.3392,105,4.82,134,4,0,2,2,1.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Modern City Centre Apartment,https://www.airbnb.com/rooms/7633603?adults=1&children=0&infants=0&check_in=2021-06-22&check_out=2021-06-27&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergen,Entire apartment,60.38459,5.32781,105,4.70,84,5,0,2,3,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Cozy apartment in unique location.,https://www.airbnb.com/rooms/7043607?adults=1&children=0&infants=0&check_in=2021-07-18&check_out=2021-07-25&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergen,Entire apartment,60.395,5.31345,101,4.97,144,4,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"Stylish top floor, central, free parking. LS401",https://www.airbnb.com/rooms/24528856?adults=1&children=0&infants=0&check_in=2021-07-17&check_out=2021-07-23&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergenhus,Entire apartment,60.3867,5.3286,116,4.50,130,4,0,2,2,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
Nice and central apartment,https://www.airbnb.com/rooms/8594816?adults=1&children=0&infants=0&check_in=2021-07-06&check_out=2021-07-12&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergen,Entire apartment,60.40263,5.32395,224,4.82,38,4,0,2,3,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Moderne sentrumsnær leilighet,https://www.airbnb.com/rooms/42348037?adults=1&children=0&infants=0&check_in=2021-07-25&check_out=2021-08-01&previous_page_section_name=1000&federated_search_id=a12c5e0d-cb5d-4b99-8bab-393b07a962c2,Bergen,Bergenhus,Entire apartment,60.37703,5.33197,127,,,5,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Apartment 602 - Beautiful top-floor apartment,https://www.airbnb.com/rooms/21447338?adults=1&children=0&infants=0&check_in=2021-07-16&check_out=2021-07-21&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergenhus,Entire apartment,60.39193,5.33206,83,4.67,6,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Moderne sentrumsnær leilighet,https://www.airbnb.com/rooms/42348037?adults=1&children=0&infants=0&check_in=2021-07-25&check_out=2021-08-01&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergenhus,Entire apartment,60.37703,5.33197,127,,,5,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
"Koselig, lys, leilighet nær sentrum.",https://www.airbnb.com/rooms/19550786?adults=1&children=0&infants=0&check_in=2021-06-24&check_out=2021-07-01&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergen,Entire apartment,60.35574,5.37022,57,4.80,97,3,0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Bergen Apartment City Center Apt. 1,https://www.airbnb.com/rooms/4184158?adults=1&children=0&infants=0&check_in=2021-06-09&check_out=2021-06-16&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergen,Entire apartment,60.3923,5.3307,102,4.86,340,5,0,2,4,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
New apartment near City Center with big terrace!,https://www.airbnb.com/rooms/48068286?adults=1&children=0&infants=0&check_in=2021-07-04&check_out=2021-07-10&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergenhus,Entire condominium,60.40644,5.32731,79,5.0,3,3,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Beautiful traditional Bergen house in Sandviken,https://www.airbnb.com/rooms/46218790?adults=1&children=0&infants=0&check_in=2021-07-26&check_out=2021-07-31&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergenhus,Entire house,60.40061,5.32758,129,4.50,4,4,0,2,3,1.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0
"Modern apartment, close to all city sights.",https://www.airbnb.com/rooms/38247997?adults=1&children=0&infants=0&check_in=2021-06-09&check_out=2021-06-15&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergenhus,Entire apartment,60.39502,5.32773,173,5.0,39,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"Studio apartment in a brand new house, built 2021",https://www.airbnb.com/rooms/41203325?adults=1&children=0&infants=0&check_in=2021-06-29&check_out=2021-07-05&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Åsane,Entire guest suite,60.4733,5.27584,42,,,2,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Modern apartment in charming house,https://www.airbnb.com/rooms/34336500?adults=1&children=0&infants=0&check_in=2021-06-11&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergen Municipality,Entire apartment,60.37635,5.34662,117,4.75,56,4,0,2,2,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
"Nice comfortable modern apartment, near light rail",https://www.airbnb.com/rooms/44292551?adults=1&children=0&infants=0&check_in=2021-07-21&check_out=2021-07-28&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Årstad,Entire apartment,60.34842,5.36339,65,5.0,3,3,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
"Bergen Penthouse seaview, 100 sqm.!",https://www.airbnb.com/rooms/12290311?adults=1&children=0&infants=0&check_in=2021-08-20&check_out=2021-08-26&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergen,Entire apartment,60.39209,5.2799,82,4.84,116,6,0,2,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Big central apartment with parking inc charging,https://www.airbnb.com/rooms/7484373?adults=1&children=0&infants=0&check_in=2021-06-12&check_out=2021-06-19&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergen,Entire apartment,60.3851,5.3176,135,4.78,55,7,0,2,5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Villa Borgheim,https://www.airbnb.com/rooms/41132396?adults=1&children=0&infants=0&check_in=2021-06-12&check_out=2021-06-19&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Fana,Entire apartment,60.31927,5.34075,42,4.82,22,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Super sentrums leilighet. Kort vei til alt!!,https://www.airbnb.com/rooms/42741018?adults=1&children=0&infants=0&check_in=2021-07-08&check_out=2021-07-15&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergenhus,Entire condominium,60.39445,5.32439,136,4.80,10,6,0,2,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Exclusive & cosy apartment in the heart of Bergen,https://www.airbnb.com/rooms/32533248?adults=1&children=0&infants=0&check_in=2021-06-16&check_out=2021-06-21&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergen,Entire apartment,60.3935,5.314,257,4.83,24,7,0,3,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Eli's House - bo sentralt og koselig nær Bergen,https://www.airbnb.com/rooms/41848265?adults=1&children=0&infants=0&check_in=2021-08-25&check_out=2021-09-01&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Åsane,Entire apartment,60.46452,5.28651,88,5.0,23,4,0,3,3,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Private room in traditional  house in Sandviken,https://www.airbnb.com/rooms/47194615?adults=1&children=0&infants=0&check_in=2021-06-07&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergenhus,Private room,60.40241,5.32761,59,5.0,3,2,0,1,2,1.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Quiet 1-bedroom flat next to Fantoft stave church,https://www.airbnb.com/rooms/42663918?adults=1&children=0&infants=0&check_in=2021-07-21&check_out=2021-07-28&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Årstad,Entire apartment,60.34786,5.35289,54,5.0,8,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Location, location, location",https://www.airbnb.com/rooms/3927931?adults=1&children=0&infants=0&check_in=2021-06-09&check_out=2021-06-16&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Bergen,Entire apartment,60.39555,5.33197,110,4.90,494,5,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Sofiahuset with fjord view - 30 min from Bergen,https://www.airbnb.com/rooms/34808899?adults=1&children=0&infants=0&check_in=2021-06-07&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=10db7288-9e07-43c1-a97d-43a52efa99ee,Bergen,Haus,Entire cottage,60.4419,5.5247,148,4.99,89,6,0,3,5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Charming apartment ..  Great location,https://www.airbnb.com/rooms/40136962?adults=1&children=0&infants=0&check_in=2021-08-14&check_out=2021-08-19&previous_page_section_name=1000&federated_search_id=9a424679-67ab-4035-8432-9448f73f6e7f,Bergen,Bergenhus,Entire apartment,60.39981,5.32549,61,4.87,38,2,0,1,2,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Stølen apartment,https://www.airbnb.com/rooms/16271711?adults=1&children=0&infants=0&check_in=2021-07-15&check_out=2021-07-20&previous_page_section_name=1000&federated_search_id=9a424679-67ab-4035-8432-9448f73f6e7f,Bergen,Bergen,Entire apartment,60.39874,5.3265,94,4.72,105,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Modern apartment near Bergen city/mountains,https://www.airbnb.com/rooms/39145067?adults=1&children=0&infants=0&check_in=2021-07-28&check_out=2021-08-04&previous_page_section_name=1000&federated_search_id=9a424679-67ab-4035-8432-9448f73f6e7f,Bergen,Årstad,Entire condominium,60.36777,5.36671,108,,,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Spacious apartment super central,https://www.airbnb.com/rooms/30281061?adults=1&children=0&infants=0&check_in=2021-07-05&check_out=2021-07-12&previous_page_section_name=1000&federated_search_id=9a424679-67ab-4035-8432-9448f73f6e7f,Bergen,Bergenhus,Entire condominium,60.40398,5.32392,153,4.79,126,6,0,3,3,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Lovely apartment in the heart of Bergen!,https://www.airbnb.com/rooms/34300630?adults=1&children=0&infants=0&check_in=2021-06-20&check_out=2021-06-27&previous_page_section_name=1000&federated_search_id=9a424679-67ab-4035-8432-9448f73f6e7f,Bergen,Bergenhus,Entire condominium,60.39612,5.31155,133,4.71,17,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
City Centrum Villa Apartments,https://www.airbnb.com/rooms/39022870?adults=1&children=0&infants=0&check_in=2021-06-17&check_out=2021-06-24&previous_page_section_name=1000&federated_search_id=9a424679-67ab-4035-8432-9448f73f6e7f,Bergen,Bergen,Entire apartment,60.39052,5.34018,365,4.79,42,8,0,4,4,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
